disease_id	has_chd	has_kidney	has_ckd	n_terms	n_systems
ORPHA:199351	0	0	0	32	6
ORPHA:199354	0	0	0	32	8
ORPHA:1997	0	0	0	14	7
ORPHA:20	1	0	0	54	13
ORPHA:201	0	0	0	57	15
ORPHA:2020	1	0	0	59	13
ORPHA:2021	0	0	0	29	9
ORPHA:2024	0	0	0	2	2
ORPHA:2026	0	0	0	13	4
ORPHA:2028	0	0	0	16	6
ORPHA:2032	0	0	0	20	7
ORPHA:2036	0	1	0	25	11
ORPHA:2044	1	1	1	79	14
ORPHA:2050	0	0	0	26	7
ORPHA:2052	0	1	0	66	12
ORPHA:2053	0	0	0	31	13
ORPHA:2056	0	0	0	6	3
ORPHA:2059	1	1	0	51	13
ORPHA:206436	0	0	0	70	13
ORPHA:206443	0	0	0	46	7
ORPHA:206448	0	0	0	44	7
ORPHA:2065	0	0	0	28	12
ORPHA:206546	1	0	0	20	6
ORPHA:206549	1	0	0	35	8
ORPHA:206559	1	0	0	20	5
ORPHA:206583	0	0	0	18	5
ORPHA:206599	0	0	0	3	2
ORPHA:2066	0	0	0	22	8
ORPHA:2067	0	1	0	54	15
ORPHA:207	0	0	0	33	9
ORPHA:2072	1	0	0	57	15
ORPHA:2073	0	0	0	30	9
ORPHA:2078	0	0	0	30	7
ORPHA:2084	0	0	0	3	2
ORPHA:208441	0	0	0	29	9
ORPHA:208447	0	0	0	51	6
ORPHA:208513	0	0	0	20	3
ORPHA:2088	0	1	0	31	9
ORPHA:2089	0	0	0	14	5
ORPHA:2092	1	1	0	69	15
ORPHA:209335	0	0	0	20	5
ORPHA:209370	0	0	0	19	6
ORPHA:2095	0	0	0	28	10
ORPHA:2098	0	0	0	18	4
ORPHA:209902	0	0	0	15	5
ORPHA:209905	1	0	0	60	11
ORPHA:209908	0	0	0	23	5
ORPHA:209951	0	0	0	34	8
ORPHA:209967	0	0	0	14	4
ORPHA:209981	0	0	0	10	4
ORPHA:210110	0	0	0	23	11
ORPHA:210122	1	1	0	23	8
ORPHA:210128	0	0	0	11	5
ORPHA:210548	0	0	0	24	11
ORPHA:210571	0	0	0	15	6
ORPHA:2108	0	0	0	50	14
ORPHA:211	0	0	0	2	2
ORPHA:211067	0	0	0	6	3
ORPHA:2114	0	0	0	11	2
ORPHA:2116	0	0	0	30	10
ORPHA:2117	0	0	0	17	8
ORPHA:2118	0	0	0	9	6
ORPHA:212	0	1	0	8	5
ORPHA:2122	0	0	0	14	5
ORPHA:2126	0	0	0	29	13
ORPHA:2128	0	0	0	12	9
ORPHA:2131	1	0	0	65	11
ORPHA:2133	0	0	0	13	6
ORPHA:2136	1	1	0	51	18
ORPHA:2138	0	0	0	14	1
ORPHA:2140	0	0	0	8	4
ORPHA:2143	1	0	0	28	10
ORPHA:2148	0	0	0	30	6
ORPHA:215	0	0	0	14	1
ORPHA:2151	0	0	0	8	6
ORPHA:2157	0	0	0	7	3
ORPHA:216866	0	0	0	28	8
ORPHA:216873	0	0	0	30	5
ORPHA:2169	0	1	0	50	13
ORPHA:217012	0	0	0	11	4
ORPHA:217059	0	0	0	17	5
ORPHA:217266	0	1	0	7	6
ORPHA:217335	0	0	0	28	12
ORPHA:217377	0	0	0	12	6
ORPHA:217385	0	0	0	19	9
ORPHA:217390	0	0	0	18	12
ORPHA:217563	1	0	0	11	2
ORPHA:2176	0	0	0	37	11
ORPHA:217622	1	0	0	5	3
ORPHA:2177	1	0	0	28	10
ORPHA:218	0	0	0	25	9
ORPHA:2182	0	0	0	15	5
ORPHA:2189	0	0	0	28	10
ORPHA:219	0	0	0	6	4
ORPHA:2196	0	1	0	11	6
ORPHA:2197	0	1	0	7	3
ORPHA:2198	0	0	0	15	10
ORPHA:2199	0	0	0	15	4
ORPHA:22	0	0	0	9	3
ORPHA:220	0	0	0	7	4
ORPHA:2202	0	0	0	3	3
ORPHA:220295	0	0	0	29	11
ORPHA:2203	0	0	0	57	13
ORPHA:220386	1	0	0	72	14
ORPHA:220393	0	0	1	26	10
ORPHA:220402	0	0	0	15	8
ORPHA:220460	0	1	0	23	8
ORPHA:220493	1	0	0	40	11
ORPHA:220497	0	0	1	36	12
ORPHA:2209	1	1	0	32	10
ORPHA:221008	0	0	0	64	15
ORPHA:221016	0	0	0	67	14
ORPHA:221061	0	0	0	25	10
ORPHA:221139	0	1	0	69	16
ORPHA:2224	0	0	0	3	3
ORPHA:2228	0	0	0	16	3
ORPHA:2229	1	0	0	7	7
ORPHA:223	0	0	1	21	8
ORPHA:2237	1	1	1	22	13
ORPHA:2239	0	0	0	8	4
ORPHA:2241	1	1	0	17	7
ORPHA:2248	1	0	0	8	3
ORPHA:2250	0	0	0	32	8
ORPHA:225154	0	0	0	36	6
ORPHA:2253	0	0	0	7	2
ORPHA:2254	0	0	0	29	7
ORPHA:2255	1	0	0	40	12
ORPHA:226	0	0	0	4	4
ORPHA:226307	0	0	0	51	14
ORPHA:226316	0	0	0	21	9
ORPHA:2268	0	0	0	23	12
ORPHA:2273	0	1	0	78	14
ORPHA:227510	0	0	0	35	8
ORPHA:228169	0	0	0	7	3
ORPHA:228302	0	1	1	21	4
ORPHA:228305	1	0	0	29	9
ORPHA:228308	1	1	1	43	9
ORPHA:228384	0	0	0	24	7
ORPHA:228390	0	0	0	30	10
ORPHA:228402	0	0	0	32	8
ORPHA:228415	0	0	0	9	5
ORPHA:228423	0	0	0	28	13
ORPHA:228426	0	0	0	38	14
ORPHA:2289	0	0	0	18	4
ORPHA:229	1	0	0	19	5
ORPHA:2290	0	1	0	11	6
ORPHA:2297	0	0	0	7	5
ORPHA:23	0	0	1	51	12
ORPHA:230	0	0	0	28	13
ORPHA:2301	0	0	0	7	6
ORPHA:2307	0	0	0	18	11
ORPHA:2308	1	1	0	76	15
ORPHA:230839	1	0	0	20	8
ORPHA:230851	1	0	0	49	13
ORPHA:2309	0	0	0	27	11
ORPHA:2311	0	0	0	38	11
ORPHA:231140	0	0	0	28	10
ORPHA:231144	0	0	0	19	7
ORPHA:231154	0	0	0	10	5
ORPHA:231160	0	0	0	15	4
ORPHA:231169	0	0	0	16	3
ORPHA:231178	0	0	0	21	4
ORPHA:231183	0	0	0	12	3
ORPHA:231214	1	0	0	50	15
ORPHA:231222	0	0	0	36	12
ORPHA:231226	1	0	0	49	15
ORPHA:231237	0	0	0	3	1
ORPHA:231242	0	0	0	4	4
ORPHA:231249	0	0	0	4	3
ORPHA:231393	0	0	0	6	4
ORPHA:2314	0	0	0	49	14
ORPHA:231401	0	0	0	12	8
ORPHA:2315	1	1	0	37	13
ORPHA:231568	0	0	0	15	3
ORPHA:231720	0	0	0	10	6
ORPHA:2318	0	0	1	37	12
ORPHA:2319	0	1	0	26	9
ORPHA:232	0	0	1	37	14
ORPHA:2322	1	1	0	92	17
ORPHA:2323	0	0	0	36	13
ORPHA:233	0	1	0	62	10
ORPHA:2332	1	0	0	40	11
ORPHA:2334	0	0	0	16	2
ORPHA:2337	0	0	0	10	4
ORPHA:234	0	0	0	11	6
ORPHA:2340	0	0	0	17	8
ORPHA:2342	0	0	0	17	6
ORPHA:2345	1	1	0	32	9
ORPHA:2348	1	1	0	34	11
ORPHA:235	1	1	0	102	17
ORPHA:2363	0	1	0	63	12
ORPHA:2377	0	0	1	24	13
ORPHA:2378	0	0	0	28	6
ORPHA:2379	0	0	0	9	4
ORPHA:2380	0	0	0	8	4
ORPHA:2382	0	0	0	25	2
ORPHA:238329	0	0	0	23	6
ORPHA:238446	0	0	0	19	6
ORPHA:238455	0	0	0	20	6
ORPHA:238459	0	0	0	13	6
ORPHA:238578	0	0	0	4	4
ORPHA:2387	0	1	0	8	9
ORPHA:238722	0	0	0	14	5
ORPHA:238769	1	1	0	33	9
ORPHA:2388	1	0	0	86	12
ORPHA:239	0	0	0	59	11
ORPHA:2394	1	0	0	28	11
ORPHA:2396	1	0	0	55	8
ORPHA:2398	0	0	0	10	6
ORPHA:24	0	0	0	44	11
ORPHA:240	0	0	0	37	6
ORPHA:240071	0	0	0	28	6
ORPHA:240085	0	0	0	20	5
ORPHA:240094	0	0	0	21	6
ORPHA:240103	0	0	0	30	7
ORPHA:240112	0	0	0	21	5
ORPHA:2407	0	0	0	22	7
ORPHA:241	0	0	0	9	3
ORPHA:2412	1	0	0	20	8
ORPHA:242	0	0	0	4	2
ORPHA:243	0	0	0	25	12
ORPHA:243343	0	0	0	5	3
ORPHA:2438	1	0	0	25	8
ORPHA:244	1	0	0	47	11
ORPHA:2440	0	0	0	8	4
ORPHA:244242	0	0	1	32	12
ORPHA:244310	0	0	0	22	10
ORPHA:245	0	1	0	29	10
ORPHA:246	0	0	0	20	8
ORPHA:2460	0	1	0	38	8
ORPHA:2461	1	1	0	61	10
ORPHA:2462	1	0	0	53	12
ORPHA:2466	0	0	0	13	4
ORPHA:2470	0	1	0	20	10
ORPHA:247262	0	1	0	62	14
ORPHA:2473	1	1	0	28	8
ORPHA:247353	0	0	1	27	12
ORPHA:247585	0	0	0	46	9
ORPHA:247598	0	0	0	41	10
ORPHA:247604	0	0	0	15	4
ORPHA:247691	1	1	0	50	14
ORPHA:2477	1	0	0	16	8
ORPHA:247768	0	1	0	22	9
ORPHA:247798	0	0	0	7	3
ORPHA:2478	0	0	0	18	3
ORPHA:247815	0	0	0	19	5
ORPHA:248	0	0	0	10	2
ORPHA:248111	0	0	0	24	4
ORPHA:2484	1	1	0	35	11
ORPHA:2495	0	0	0	74	19
ORPHA:2499	0	0	0	7	5
ORPHA:25	0	0	1	43	13
ORPHA:2500	0	0	0	19	7
ORPHA:2501	0	0	0	17	5
ORPHA:2505	0	0	0	30	13
ORPHA:2508	0	1	0	21	9
ORPHA:250923	0	0	0	27	5
ORPHA:250972	0	0	0	14	3
ORPHA:250977	0	0	0	10	6
ORPHA:250984	0	0	0	23	6
ORPHA:2510	0	1	0	42	9
ORPHA:251019	0	0	0	43	10
ORPHA:251028	1	0	0	82	11
ORPHA:251056	0	0	0	32	9
ORPHA:251061	1	0	0	50	16
ORPHA:251066	1	0	0	36	14
ORPHA:251071	1	0	0	49	11
ORPHA:2512	0	1	0	17	5
ORPHA:251274	1	0	0	17	10
ORPHA:251282	0	0	0	26	6
ORPHA:251347	0	0	0	34	8
ORPHA:251380	0	0	0	13	7
ORPHA:251383	0	0	0	35	9
ORPHA:251393	0	0	0	19	4
ORPHA:2514	0	0	0	6	6
ORPHA:251510	0	0	0	43	9
ORPHA:251636	0	0	0	15	9
ORPHA:2518	0	0	0	22	7
ORPHA:251992	0	0	0	16	13
ORPHA:2524	0	0	0	40	9
ORPHA:2526	1	0	0	67	14
ORPHA:254343	0	0	0	16	5
ORPHA:254361	0	0	0	35	12
ORPHA:254525	1	0	0	22	10
ORPHA:254528	0	1	0	38	11
ORPHA:254531	0	0	0	28	10
ORPHA:254534	1	0	0	19	6
ORPHA:254704	0	0	0	8	5
ORPHA:254857	1	0	1	11	8
ORPHA:254864	0	0	0	24	8
ORPHA:254875	0	0	0	39	10
ORPHA:254881	0	0	0	28	6
ORPHA:254886	1	0	0	42	12
ORPHA:254892	1	0	0	81	15
ORPHA:254913	1	1	0	40	13
ORPHA:254930	0	0	0	42	7
ORPHA:255138	0	0	0	23	7
ORPHA:255182	0	0	0	23	6
ORPHA:255210	1	1	0	53	10
ORPHA:2554	0	0	0	49	10
ORPHA:2556	1	0	0	77	11
ORPHA:256	0	0	0	5	3
ORPHA:257	0	0	0	19	6
ORPHA:2570	0	1	0	24	11
ORPHA:2573	0	0	0	5	3
ORPHA:2576	0	0	0	9	5
ORPHA:2578	0	1	0	12	6
ORPHA:258	1	0	0	53	11
ORPHA:2584	0	0	0	29	10
ORPHA:2585	0	0	0	18	12
ORPHA:2588	1	0	0	47	12
ORPHA:2590	0	0	0	33	11
ORPHA:2591	0	0	0	28	11
ORPHA:2593	0	0	0	9	4
ORPHA:2596	0	0	0	32	9
ORPHA:2598	0	0	0	19	9
ORPHA:2604	0	0	0	23	11
ORPHA:2609	1	0	0	37	14
ORPHA:261144	0	0	0	29	7
ORPHA:261183	1	0	0	31	6
ORPHA:261190	1	0	0	28	11
ORPHA:261197	1	1	0	52	11
ORPHA:2612	0	0	0	31	9
ORPHA:261222	0	1	1	26	10
ORPHA:261229	0	0	0	24	8
ORPHA:261250	1	0	0	47	12
ORPHA:261265	0	1	1	21	10
ORPHA:261279	1	0	0	46	13
ORPHA:261295	1	0	0	23	8
ORPHA:2613	0	1	1	6	4
ORPHA:261323	1	0	0	59	13
ORPHA:261330	1	0	0	60	16
ORPHA:2614	0	1	1	72	12
ORPHA:261483	0	0	0	19	10
ORPHA:261537	1	1	0	127	17
ORPHA:261552	1	1	0	147	17
ORPHA:261584	0	0	0	35	12
ORPHA:2616	0	0	0	42	9
ORPHA:261652	1	0	0	50	14
ORPHA:2623	1	0	0	47	14
ORPHA:2632	0	0	0	13	4
ORPHA:263297	1	0	0	25	8
ORPHA:263410	0	0	0	25	4
ORPHA:263455	0	0	0	33	10
ORPHA:263458	0	0	0	9	4
ORPHA:263463	0	0	0	26	9
ORPHA:263487	0	0	0	46	15
ORPHA:263494	1	0	0	15	6
ORPHA:2635	0	0	0	26	8
ORPHA:263501	0	0	0	33	13
ORPHA:263508	1	0	0	43	12
ORPHA:263516	0	0	0	22	4
ORPHA:263534	0	0	0	12	5
ORPHA:2636	0	1	0	74	13
ORPHA:2637	1	0	0	52	14
ORPHA:2639	0	0	0	15	5
ORPHA:2645	0	0	0	20	9
ORPHA:264580	1	0	0	51	12
ORPHA:264675	0	0	0	15	5
ORPHA:2658	0	0	0	58	11
ORPHA:2662	0	0	0	24	10
ORPHA:267	0	0	0	21	4
ORPHA:2670	0	1	1	17	6
ORPHA:2678	0	0	0	2	1
ORPHA:26792	1	0	0	24	10
ORPHA:26793	1	0	0	40	11
ORPHA:268	1	0	0	29	7
ORPHA:2680	0	0	0	5	3
ORPHA:268261	1	1	0	97	15
ORPHA:2686	0	0	0	32	12
ORPHA:268882	0	0	0	44	10
ORPHA:269	0	0	0	37	12
ORPHA:2697	0	1	0	32	14
ORPHA:2698	0	0	0	7	3
ORPHA:270	0	0	0	26	11
ORPHA:2701	1	0	0	29	10
ORPHA:2704	0	1	1	11	6
ORPHA:2707	0	0	0	44	10
ORPHA:2710	1	0	0	83	11
ORPHA:2712	1	0	0	43	10
ORPHA:2717	0	0	0	10	4
ORPHA:272	1	0	0	31	8
ORPHA:274	0	1	0	21	10
ORPHA:2744	0	0	0	16	6
ORPHA:2745	1	1	0	75	13
ORPHA:2746	0	0	0	27	9
ORPHA:275	0	0	0	27	13
ORPHA:2750	0	1	1	65	13
ORPHA:2751	1	0	0	49	13
ORPHA:2753	0	1	0	69	16
ORPHA:2754	1	1	0	52	13
ORPHA:275555	0	0	1	27	13
ORPHA:275864	0	0	0	40	3
ORPHA:275872	0	0	0	35	7
ORPHA:276	0	0	0	33	11
ORPHA:276152	0	0	0	39	11
ORPHA:276193	0	0	0	18	6
ORPHA:276198	0	0	0	27	7
ORPHA:2762	0	0	0	12	6
ORPHA:276238	0	0	0	34	8
ORPHA:276241	0	0	0	34	8
ORPHA:276244	0	0	0	38	8
ORPHA:276280	0	1	0	19	10
ORPHA:276399	0	0	0	14	8
ORPHA:276432	1	0	0	41	12
ORPHA:276435	0	0	0	26	8
ORPHA:276556	1	0	0	26	7
ORPHA:276575	1	0	0	28	7
ORPHA:276580	1	0	0	29	8
ORPHA:276621	0	1	0	36	14
ORPHA:276630	0	0	0	21	7
ORPHA:277	0	0	0	20	12
ORPHA:2770	0	0	0	28	8
ORPHA:2771	0	0	0	14	6
ORPHA:2774	0	0	0	21	9
ORPHA:2780	0	0	0	44	8
ORPHA:2785	0	1	0	60	16
ORPHA:2788	0	0	0	34	10
ORPHA:2789	1	0	0	41	9
ORPHA:2790	0	0	0	13	6
ORPHA:2791	0	0	0	26	7
ORPHA:2792	0	1	0	23	8
ORPHA:2796	0	0	0	41	16
ORPHA:280	1	0	0	95	19
ORPHA:280071	0	0	0	40	11
ORPHA:2801	0	0	0	17	9
ORPHA:280195	0	0	0	24	6
ORPHA:2802	0	0	0	32	7
ORPHA:280200	1	1	0	35	13
ORPHA:280210	0	0	0	27	6
ORPHA:280219	0	0	0	27	3
ORPHA:280224	0	0	0	5	3
ORPHA:280229	0	0	0	28	7
ORPHA:280234	0	0	0	15	3
ORPHA:280333	0	0	0	15	4
ORPHA:280356	0	0	0	16	8
ORPHA:280365	1	0	0	49	11
ORPHA:280384	0	0	0	20	7
ORPHA:280397	0	0	0	12	3
ORPHA:280633	1	1	0	86	15
ORPHA:280679	1	0	0	27	11
ORPHA:2807	0	0	0	9	5
ORPHA:280763	0	0	0	37	6
ORPHA:280785	0	0	0	7	6
ORPHA:280794	0	0	0	2	4
ORPHA:281	0	0	0	27	11
ORPHA:281090	0	1	1	21	10
ORPHA:281122	0	0	0	2	2
ORPHA:281127	0	0	0	6	4
ORPHA:281201	0	0	0	2	2
ORPHA:282166	0	0	0	50	7
ORPHA:2822	0	0	0	49	8
ORPHA:2828	0	0	0	34	6
ORPHA:2833	0	1	0	24	12
ORPHA:2834	1	0	0	61	17
ORPHA:2836	0	0	0	42	10
ORPHA:28378	0	0	0	17	7
ORPHA:2841	0	0	0	5	2
ORPHA:284169	1	0	0	46	9
ORPHA:284271	0	0	0	13	3
ORPHA:284282	0	0	0	8	3
ORPHA:284289	0	0	0	28	7
ORPHA:2843	0	0	0	3	2
ORPHA:284324	0	0	0	21	3
ORPHA:284339	0	0	0	37	6
ORPHA:284417	0	0	0	40	10
ORPHA:284426	0	0	1	23	8
ORPHA:2848	1	0	0	21	9
ORPHA:2849	0	0	0	38	14
ORPHA:284979	1	0	0	43	12
ORPHA:284984	1	0	0	51	12
ORPHA:2850	0	0	0	26	10
ORPHA:2856	0	0	0	3	3
ORPHA:286	1	0	0	95	16
ORPHA:2869	0	1	0	33	10
ORPHA:287	1	0	0	66	13
ORPHA:2874	0	1	0	32	11
ORPHA:2879	0	0	0	31	12
ORPHA:288	0	0	0	23	11
ORPHA:2880	0	0	0	22	6
ORPHA:2882	0	0	0	13	8
ORPHA:2884	0	0	0	19	8
ORPHA:2886	1	1	0	55	13
ORPHA:289	1	1	0	51	13
ORPHA:289157	1	0	0	46	13
ORPHA:289176	0	0	0	37	11
ORPHA:289266	0	0	0	29	6
ORPHA:289504	0	0	0	26	8
ORPHA:289548	0	0	0	52	11
ORPHA:2896	0	0	0	69	15
ORPHA:289601	0	0	0	7	3
ORPHA:2897	0	0	0	14	5
ORPHA:289916	0	0	1	22	10
ORPHA:29	0	0	0	17	9
ORPHA:2901	0	0	0	24	8
ORPHA:2903	0	0	0	3	1
ORPHA:29072	0	1	0	41	15
ORPHA:29073	0	0	1	31	13
ORPHA:2908	0	0	0	41	13
ORPHA:2919	1	1	0	27	8
ORPHA:29207	1	0	0	36	13
ORPHA:2924	1	1	0	22	11
ORPHA:293168	0	0	0	11	4
ORPHA:293181	0	0	0	25	7
ORPHA:293381	0	0	0	11	7
ORPHA:293603	0	0	0	9	3
ORPHA:293707	0	0	0	8	3
ORPHA:293843	0	0	0	30	11
ORPHA:293948	0	0	0	25	6
ORPHA:293964	0	0	0	14	9
ORPHA:293978	0	0	0	38	15
ORPHA:294023	1	0	0	18	7
ORPHA:294415	0	1	1	34	10
ORPHA:2953	1	1	0	64	14
ORPHA:296	0	0	0	26	11
ORPHA:2963	0	0	0	28	8
ORPHA:2965	0	0	0	50	12
ORPHA:2969	0	0	0	31	14
ORPHA:2970	1	1	1	34	10
ORPHA:2971	0	0	0	29	10
ORPHA:298	0	0	0	48	14
ORPHA:2990	1	0	0	65	13
ORPHA:2995	0	1	0	61	11
ORPHA:30	0	0	0	16	14
ORPHA:3000	0	0	0	11	7
ORPHA:300179	0	0	0	23	10
ORPHA:3002	0	0	0	20	10
ORPHA:300298	0	0	0	20	10
ORPHA:3005	0	0	0	18	5
ORPHA:300536	0	0	0	23	11
ORPHA:300570	0	0	0	79	8
ORPHA:300573	0	0	0	30	4
ORPHA:3006	0	0	0	35	8
ORPHA:300605	0	0	0	46	8
ORPHA:300751	1	0	0	17	8
ORPHA:3019	0	0	0	17	11
ORPHA:302	0	0	0	11	4
ORPHA:3021	0	0	0	15	11
ORPHA:3027	0	1	1	29	9
ORPHA:3032	0	1	0	10	7
ORPHA:3042	0	0	0	33	12
ORPHA:3047	1	0	0	43	15
ORPHA:3051	0	0	0	50	10
ORPHA:3057	0	0	0	2	1
ORPHA:306	0	0	0	34	4
ORPHA:3063	0	1	0	66	12
ORPHA:306511	0	0	0	19	7
ORPHA:306542	1	0	0	29	10
ORPHA:306550	1	0	0	8	5
ORPHA:306617	0	0	0	9	3
ORPHA:306674	0	0	0	44	9
ORPHA:307	0	0	0	11	3
ORPHA:3071	1	0	0	55	13
ORPHA:3077	0	0	0	26	6
ORPHA:3078	1	0	0	34	12
ORPHA:308	0	0	0	10	2
ORPHA:308552	1	0	0	35	10
ORPHA:3088	0	0	0	17	7
ORPHA:309155	1	0	0	23	9
ORPHA:309162	0	0	0	26	8
ORPHA:309169	0	0	0	19	5
ORPHA:309246	0	0	0	25	6
ORPHA:30925	0	0	0	9	5
ORPHA:309252	0	0	0	19	10
ORPHA:309256	0	0	0	36	9
ORPHA:309263	0	0	0	37	9
ORPHA:309271	0	0	0	48	11
ORPHA:309282	0	0	0	88	16
ORPHA:309288	0	0	0	30	13
ORPHA:3095	0	0	0	54	8
ORPHA:3097	1	1	0	25	6
ORPHA:309854	1	0	0	39	9
ORPHA:31	0	0	0	10	6
ORPHA:3102	0	0	0	29	9
ORPHA:3103	0	1	0	54	13
ORPHA:3107	0	0	0	80	12
ORPHA:3111	0	0	0	10	5
ORPHA:31112	0	0	0	8	5
ORPHA:3115	0	0	0	27	5
ORPHA:31150	1	0	0	22	11
ORPHA:312	0	0	0	11	8
ORPHA:3124	0	0	0	19	5
ORPHA:3129	1	0	0	22	8
ORPHA:313	0	0	1	21	10
ORPHA:313772	0	0	0	24	7
ORPHA:3138	1	1	0	36	12
ORPHA:313855	0	0	0	27	11
ORPHA:313892	0	0	0	31	8
ORPHA:3144	0	0	0	26	8
ORPHA:314404	0	0	0	28	8
ORPHA:314603	0	0	0	16	5
ORPHA:314632	0	0	0	18	4
ORPHA:314647	0	0	0	39	7
ORPHA:314652	1	1	1	24	8
ORPHA:314655	1	0	0	37	11
ORPHA:314662	0	0	0	14	8
ORPHA:314679	1	1	0	44	13
ORPHA:314795	0	0	0	16	5
ORPHA:314802	0	0	0	7	5
ORPHA:314811	0	0	0	11	6
ORPHA:314911	0	0	0	34	8
ORPHA:314918	0	0	0	16	5
ORPHA:314978	0	0	0	16	3
ORPHA:3152	0	0	0	14	8
ORPHA:3156	0	1	1	16	7
ORPHA:3157	0	0	0	33	12
ORPHA:316	0	0	0	3	3
ORPHA:3162	0	0	0	29	14
ORPHA:3163	0	0	0	37	11
ORPHA:3166	0	0	0	36	15
ORPHA:317	0	0	0	29	14
ORPHA:3175	0	0	0	7	2
ORPHA:319182	0	1	0	58	11
ORPHA:319199	0	0	0	16	6
ORPHA:3193	0	0	0	7	3
ORPHA:319332	0	0	0	30	11
ORPHA:319487	0	0	0	15	11
ORPHA:319514	0	0	0	33	9
ORPHA:319552	0	0	0	15	5
ORPHA:319600	0	0	0	3	3
ORPHA:319671	1	0	0	31	8
ORPHA:319675	0	0	0	22	10
ORPHA:3197	0	0	0	21	5
ORPHA:320	1	1	1	17	7
ORPHA:3202	0	0	0	27	8
ORPHA:3203	0	0	0	11	6
ORPHA:320360	1	0	0	17	8
ORPHA:320375	0	0	0	27	5
ORPHA:320380	0	0	0	16	7
ORPHA:320385	0	0	0	23	7
ORPHA:320391	0	0	0	33	7
ORPHA:320396	0	0	0	14	4
ORPHA:3204	0	0	0	12	10
ORPHA:320401	0	0	0	16	6
ORPHA:320406	0	0	0	20	5
ORPHA:320411	0	0	0	14	2
ORPHA:3205	0	0	0	51	13
ORPHA:3206	0	0	0	44	13
ORPHA:3208	1	0	0	50	9
ORPHA:321	0	0	0	56	10
ORPHA:3220	0	0	0	33	11
ORPHA:3237	0	0	0	10	5
ORPHA:3238	1	0	0	11	6
ORPHA:324	1	1	1	76	16
ORPHA:3240	0	0	0	23	10
ORPHA:324262	0	0	0	17	3
ORPHA:324290	0	0	0	12	2
ORPHA:3243	1	0	0	39	12
ORPHA:324410	1	0	0	30	7
ORPHA:324422	0	0	0	19	6
ORPHA:324442	0	0	0	47	6
ORPHA:324525	1	0	1	20	9
ORPHA:324575	0	0	0	30	8
ORPHA:324581	0	0	0	19	7
ORPHA:324588	1	0	0	15	5
ORPHA:324604	1	0	0	29	8
ORPHA:324703	0	0	0	11	3
ORPHA:324708	0	0	0	9	4
ORPHA:324713	0	0	0	7	3
ORPHA:324723	0	0	0	2	1
ORPHA:324737	0	0	0	33	11
ORPHA:325	0	0	0	21	8
ORPHA:3250	0	0	0	15	4
ORPHA:3253	0	0	0	41	11
ORPHA:3255	1	0	0	40	10
ORPHA:3258	0	1	0	41	9
ORPHA:326	0	0	0	19	10
ORPHA:3261	0	1	1	72	17
ORPHA:327	0	0	0	12	9
ORPHA:3275	0	0	0	17	5
ORPHA:328	0	0	0	19	9
ORPHA:3286	0	0	0	10	4
ORPHA:3287	1	1	0	54	14
ORPHA:329	0	0	0	9	6
ORPHA:329178	0	0	0	40	13
ORPHA:329224	1	1	0	59	14
ORPHA:329228	0	0	0	9	3
ORPHA:329249	0	0	0	11	4
ORPHA:329284	0	0	0	22	3
ORPHA:329308	0	0	0	31	4
ORPHA:329314	0	0	0	21	8
ORPHA:329336	1	0	0	32	10
ORPHA:329466	0	0	0	7	4
ORPHA:329475	0	0	0	15	6
ORPHA:329478	1	0	0	30	10
ORPHA:32960	1	0	0	40	14
ORPHA:329967	0	0	0	5	4
ORPHA:329971	0	0	0	11	7
ORPHA:33	0	0	0	29	8
ORPHA:330	0	0	0	9	5
ORPHA:33001	0	1	0	26	13
ORPHA:330050	0	0	0	30	9
ORPHA:330054	0	0	0	13	5
ORPHA:3301	1	1	0	35	12
ORPHA:3303	1	0	0	12	8
ORPHA:33067	0	1	0	25	11
ORPHA:33069	0	0	0	46	5
ORPHA:331	0	0	0	26	11
ORPHA:33110	0	0	0	29	16
ORPHA:331206	0	0	0	29	10
ORPHA:3318	0	0	0	30	10
ORPHA:3319	1	0	0	11	6
ORPHA:332	0	0	0	17	8
ORPHA:3320	1	1	0	34	8
ORPHA:3322	0	0	0	28	8
ORPHA:33226	0	0	1	45	16
ORPHA:3329	0	0	0	18	5
ORPHA:333	0	0	0	70	16
ORPHA:33355	0	0	0	20	11
ORPHA:33364	1	0	0	91	20
ORPHA:3337	0	0	1	29	7
ORPHA:3338	1	0	0	46	11
ORPHA:3339	0	0	0	36	13
ORPHA:334	0	0	0	11	6
ORPHA:33402	0	0	0	9	5
ORPHA:3342	1	0	0	61	12
ORPHA:33445	0	0	0	29	6
ORPHA:3352	0	0	0	16	5
ORPHA:33543	0	0	0	35	8
ORPHA:33572	0	1	0	19	10
ORPHA:33573	0	0	0	10	5
ORPHA:33574	0	0	0	15	9
ORPHA:3363	0	0	0	22	9
ORPHA:3366	0	0	0	12	6
ORPHA:337	0	1	0	35	13
ORPHA:3377	0	0	0	7	5
ORPHA:3384	1	0	0	36	10
ORPHA:3412	0	1	0	33	12
ORPHA:3416	0	0	0	8	5
ORPHA:342	1	1	0	50	13
ORPHA:34217	1	0	0	14	6
ORPHA:343	0	0	0	26	12
ORPHA:3437	0	0	0	37	10
ORPHA:3447	0	0	0	42	12
ORPHA:3449	1	0	0	21	7
ORPHA:34515	1	0	0	17	5
ORPHA:34516	0	0	0	12	3
ORPHA:3452	1	0	0	47	17
ORPHA:3453	0	0	0	38	12
